"행정구역","2026년08월_계_총인구수","2026년08월_계_연령구간인구수","2026년08월_계_0~4세","2026년08월_계_5~9세","2026년08월_계_10~14세","2026년08월_계_15~19세","2026년08월_계_20~24세","2026년08월_계_25~29세","2026년08월_계_30~34세","2026년08월_계_35~39세","2026년08월_계_40~44세","2026년08월_계_45~49세","2026년08월_계_50~54세","2026년08월_계_55~59세","2026년08월_계_60~64세","2026년08월_계_65~69세","2026년08월_계_70~74세","2026년08월_계_75~79세","2026년08월_계_80~84세","2026년08월_계_85~89세","2026년08월_계_90~94세","2026년08월_계_95~99세","2026년08월_계_100세 이상","2026년08월_남_총인구수","2026년08월_남_연령구간인구수","2026년08월_남_0~4세","2026년08월_남_5~9세","2026년08월_남_10~14세","2026년08월_남_15~19세","2026년08월_남_20~24세","2026년08월_남_25~29세","2026년08월_남_30~34세","2026년08월_남_35~39세","2026년08월_남_40~44세","2026년08월_남_45~49세","2026년08월_남_50~54세","2026년08월_남_55~59세","2026년08월_남_60~64세","2026년08월_남_65~69세","2026년08월_남_70~74세","2026년08월_남_75~79세","2026년08월_남_80~84세","2026년08월_남_85~89세","2026년08월_남_90~94세","2026년08월_남_95~99세","2026년08월_남_100세 이상","2026년08월_여_총인구수","2026년08월_여_연령구간인구수","2026년08월_여_0~4세","2026년08월_여_5~9세","2026년08월_여_10~14세","2026년08월_여_15~19세","2026년08월_여_20~24세","2026년08월_여_25~29세","2026년08월_여_30~34세","2026년08월_여_35~39세","2026년08월_여_40~44세","2026년08월_여_45~49세","2026년08월_여_50~54세","2026년08월_여_55~59세","2026년08월_여_60~64세","2026년08월_여_65~69세","2026년08월_여_70~74세","2026년08월_여_75~79세","2026년08월_여_80~84세","2026년08월_여_85~89세","2026년08월_여_90~94세","2026년08월_여_95~99세","2026년08월_여_100세 이상"
"강원특별자치도 강릉시 (5115000000)","205,440","205,440","4,311","5,529","7,754","8,550","8,999","10,642","11,031","9,661","11,769","14,726","17,288","18,742","17,732","19,854","14,359","9,502","7,818","4,804","1,834","466","69","101,884","101,884","2,238","2,865","4,016","4,508","5,131","5,808","5,929","5,199","5,957","7,486","8,847","9,501","8,783","9,454","6,633","4,203","3,156","1,596","487","80","7","103,556","103,556","2,073","2,664","3,738","4,042","3,868","4,834","5,102","4,462","5,812","7,240","8,441","9,241","8,949","10,400","7,726","5,299","4,662","3,208","1,347","386","62"
"강원특별자치도 동해시 (5117000000)","85,534","85,534","1,896","2,548","3,769","4,003","3,169","4,073","4,309","3,736","5,078","6,513","7,596","8,133","7,151","8,090","5,931","3,880","3,079","1,785","642","135","18","43,311","43,311","975","1,285","1,945","2,104","1,881","2,387","2,496","1,990","2,650","3,269","4,041","4,208","3,617","3,846","2,795","1,768","1,230","643","152","27","2","42,223","42,223","921","1,263","1,824","1,899","1,288","1,686","1,813","1,746","2,428","3,244","3,555","3,925","3,534","4,244","3,136","2,112","1,849","1,142","490","108","16"
"강원특별자치도 태백시 (5119000000)","36,680","36,680","531","843","1,363","1,765","1,216","1,363","1,357","1,314","1,930","2,707","3,112","3,466","3,266","4,039","3,208","2,236","1,644","955","304","46","15","18,580","18,580","271","440","716","943","674","815","791","715","1,017","1,378","1,722","1,912","1,717","1,998","1,510","935","664","283","71","5","3","18,100","18,100","260","403","647","822","542","548","566","599","913","1,329","1,390","1,554","1,549","2,041","1,698","1,301","980","672","233","41","12"
"강원특별자치도 속초시 (5121000000)","78,788","78,788","1,765","2,248","3,293","3,167","2,650","3,838","4,422","4,221","4,888","5,626","6,504","7,612","7,283","7,777","5,386","3,302","2,582","1,505","526","169","24","38,925","38,925","923","1,180","1,632","1,618","1,457","2,145","2,443","2,349","2,490","2,844","3,191","3,724","3,573","3,700","2,559","1,412","1,008","496","142","34","5","39,863","39,863","842","1,068","1,661","1,549","1,193","1,693","1,979","1,872","2,398","2,782","3,313","3,888","3,710","4,077","2,827","1,890","1,574","1,009","384","135","19"
"강원특별자치도 삼척시 (5123000000)","60,041","60,041","1,182","1,447","1,901","2,585","3,186","2,505","2,339","2,254","2,934","3,745","4,762","5,568","5,532","6,599","4,776","3,309","2,730","1,761","757","142","27","30,735","30,735","609","743","976","1,353","1,825","1,485","1,299","1,222","1,592","1,989","2,681","3,115","2,901","3,305","2,332","1,514","1,030","540","203","17","4","29,306","29,306","573","704","925","1,232","1,361","1,020","1,040","1,032","1,342","1,756","2,081","2,453","2,631","3,294","2,444","1,795","1,700","1,221","554","125","23"
"강원특별자치도 홍천군 (5172000000)","65,817","65,817","1,145","1,501","2,099","2,216","1,994","2,652","2,807","2,577","3,029","3,579","4,486","6,007","7,204","8,803","6,289","3,443","2,891","2,057","819","185","34","33,950","33,950","577","751","1,077","1,118","1,180","1,600","1,614","1,455","1,594","1,860","2,441","3,133","3,824","4,548","3,319","1,723","1,198","709","194","26","9","31,867","31,867","568","750","1,022","1,098","814","1,052","1,193","1,122","1,435","1,719","2,045","2,874","3,380","4,255","2,970","1,720","1,693","1,348","625","159","25"
"강원특별자치도 횡성군 (5173000000)","45,465","45,465","582","912","1,224","1,943","1,321","1,386","1,372","1,383","1,848","2,289","2,987","4,275","5,381","6,637","4,712","2,672","2,248","1,567","565","143","18","23,560","23,560","302","482","655","1,041","756","797","768","742","969","1,260","1,673","2,215","2,856","3,481","2,494","1,357","991","559","144","18","0","21,905","21,905","280","430","569","902","565","589","604","641","879","1,029","1,314","2,060","2,525","3,156","2,218","1,315","1,257","1,008","421","125","18"
"강원특별자치도 영월군 (5175000000)","35,651","35,651","427","723","1,022","1,338","1,147","1,135","1,070","1,124","1,547","1,941","2,582","3,475","4,012","4,801","3,517","2,168","1,885","1,203","433","87","14","18,469","18,469","232","384","538","765","678","662","605","597","809","1,028","1,398","1,913","2,188","2,541","1,835","1,018","748","398","105","23","4","17,182","17,182","195","339","484","573","469","473","465","527","738","913","1,184","1,562","1,824","2,260","1,682","1,150","1,137","805","328","64","10"
"강원특별자치도 평창군 (5176000000)","39,849","39,849","489","703","1,060","1,387","1,230","1,392","1,264","1,248","1,662","2,281","3,049","4,012","4,610","5,542","3,907","2,359","1,854","1,312","388","84","16","20,685","20,685","238","334","531","733","734","849","732","675","894","1,215","1,681","2,156","2,451","2,917","2,039","1,113","808","478","95","10","2","19,164","19,164","251","369","529","654","496","543","532","573","768","1,066","1,368","1,856","2,159","2,625","1,868","1,246","1,046","834","293","74","14"
"강원특별자치도 정선군 (5177000000)","35,137","35,137","392","612","897","1,155","1,130","1,234","1,105","1,201","1,641","2,253","2,918","3,698","3,852","4,640","3,228","2,028","1,704","1,020","342","60","27","18,488","18,488","184","297","469","599","601","718","668","661","924","1,299","1,732","2,095","2,118","2,440","1,664","908","684","328","79","13","7","16,649","16,649","208","315","428","556","529","516","437","540","717","954","1,186","1,603","1,734","2,200","1,564","1,120","1,020","692","263","47","20"
"강원특별자치도 철원군 (5178000000)","39,598","39,598","1,037","1,160","1,363","1,602","1,763","2,167","2,234","1,873","1,963","2,376","2,801","3,289","3,667","4,012","2,815","2,036","1,874","1,129","327","94","16","20,433","20,433","525","575","683","860","1,066","1,393","1,357","1,047","1,055","1,193","1,533","1,742","1,932","2,048","1,285","911","770","353","87","17","1","19,165","19,165","512","585","680","742","697","774","877","826","908","1,183","1,268","1,547","1,735","1,964","1,530","1,125","1,104","776","240","77","15"
"강원특별자치도 화천군 (5179000000)","22,908","22,908","579","616","787","831","1,241","1,656","1,417","1,117","1,078","1,150","1,421","1,884","2,102","2,437","1,654","975","991","676","225","55","16","12,332","12,332","294","290","401","416","806","1,120","882","679","570","633","756","1,011","1,149","1,315","882","439","405","220","46","13","5","10,576","10,576","285","326","386","415","435","536","535","438","508","517","665","873","953","1,122","772","536","586","456","179","42","11"
"강원특별자치도 양구군 (5180000000)","20,354","20,354","543","618","766","1,062","923","1,189","1,149","1,029","1,123","1,126","1,310","1,697","1,888","2,107","1,399","822","826","536","196","43","2","10,712","10,712","289","295","385","542","571","792","693","565","591","584","717","913","981","1,119","742","351","352","178","44","8","0","9,642","9,642","254","323","381","520","352","397","456","464","532","542","593","784","907","988","657","471","474","358","152","35","2"
"강원특별자치도 인제군 (5181000000)","30,692","30,692","910","968","1,063","1,032","1,291","1,958","2,019","1,704","1,741","1,845","2,102","2,430","2,883","3,304","2,175","1,128","1,088","723","246","68","14","16,822","16,822","475","498","553","562","845","1,334","1,263","996","965","1,001","1,234","1,325","1,487","1,810","1,151","545","473","241","51","10","3","13,870","13,870","435","470","510","470","446","624","756","708","776","844","868","1,105","1,396","1,494","1,024","583","615","482","195","58","11"
"강원특별자치도 고성군 (5182000000)","27,196","27,196","577","616","761","816","932","1,223","1,266","1,214","1,338","1,433","1,948","2,529","2,744","3,158","2,374","1,468","1,472","929","296","88","14","13,936","13,936","288","308","402","444","564","749","752","681","725","778","1,073","1,365","1,427","1,626","1,169","655","558","295","61","11","5","13,260","13,260","289","308","359","372","368","474","514","533","613","655","875","1,164","1,317","1,532","1,205","813","914","634","235","77","9"
"강원특별자치도 양양군 (5183000000)","27,350","27,350","438","629","799","883","802","982","996","1,043","1,396","1,693","2,003","2,558","2,744","3,358","2,496","1,685","1,502","890","355","85","13","13,989","13,989","232","319","426","491","464","602","566","552","771","891","1,101","1,401","1,382","1,752","1,219","797","618","304","84","14","3","13,361","13,361","206","310","373","392","338","380","430","491","625","802","902","1,157","1,362","1,606","1,277","888","884","586","271","71","10"
"충청북도  (4300000000)","1,601,367","1,601,367","40,629","50,066","69,429","73,447","72,203","91,996","104,087","91,099","104,412","115,335","126,840","142,981","133,560","139,276","95,852","59,046","45,735","30,322","12,310","2,426","316","816,717","816,717","20,809","25,770","35,437","38,163","39,297","51,520","58,752","49,485","54,714","60,141","65,467","73,088","68,661","70,126","46,689","27,141","18,106","9,930","2,972","402","47","784,650","784,650","19,820","24,296","33,992","35,284","32,906","40,476","45,335","41,614","49,698","55,194","61,373","69,893","64,899","69,150","49,163","31,905","27,629","20,392","9,338","2,024","269"
"충청북도 청주시 (4311000000)","860,215","860,215","26,188","31,010","41,892","42,552","43,782","57,398","67,123","57,262","63,049","66,641","69,372","72,891","62,203","60,324","39,741","24,166","17,843","11,201","4,588","884","105","435,288","435,288","13,341","15,888","21,375","21,873","23,388","31,504","37,351","30,769","32,607","34,285","34,774","36,155","31,027","29,346","18,799","10,851","7,045","3,632","1,119","147","12","424,927","424,927","12,847","15,122","20,517","20,679","20,394","25,894","29,772","26,493","30,442","32,356","34,598","36,736","31,176","30,978","20,942","13,315","10,798","7,569","3,469","737","93"
"충청북도 청주시 상당구 (4311100000)","192,578","192,578","5,245","7,057","9,817","9,591","8,315","10,764","12,514","11,166","13,411","14,911","15,773","17,410","15,552","15,139","10,317","6,318","4,770","3,035","1,208","237","28","95,607","95,607","2,669","3,558","4,996","5,013","4,485","5,754","6,613","5,755","6,747","7,549","7,799","8,540","7,759","7,405","4,945","2,823","1,869","984","302","38","4","96,971","96,971","2,576","3,499","4,821","4,578","3,830","5,010","5,901","5,411","6,664","7,362","7,974","8,870","7,793","7,734","5,372","3,495","2,901","2,051","906","199","24"
"충청북도 청주시 서원구 (4311200000)","187,612","187,612","4,637","5,106","7,759","9,375","11,879","12,488","12,889","10,230","11,357","13,434","15,948","17,560","14,867","15,024","10,040","6,218","4,609","2,821","1,120","223","28","93,500","93,500","2,345","2,684","3,969","4,801","6,237","6,889","7,144","5,494","5,840","6,664","7,788","8,498","7,368","7,235","4,665","2,741","1,846","966","284","40","2","94,112","94,112","2,292","2,422","3,790","4,574","5,642","5,599","5,745","4,736","5,517","6,770","8,160","9,062","7,499","7,789","5,375","3,477","2,763","1,855","836","183","26"
"충청북도 청주시 흥덕구 (4311300000)","294,300","294,300","11,025","12,088","14,278","13,656","14,070","21,975","27,564","23,479","23,574","22,601","23,009","23,503","19,495","17,756","11,044","6,520","4,496","2,721","1,197","221","28","150,323","150,323","5,565","6,173","7,275","7,028","7,584","11,954","15,396","12,587","12,381","11,669","11,559","11,663","9,635","8,630","5,261","2,993","1,780","856","291","40","3","143,977","143,977","5,460","5,915","7,003","6,628","6,486","10,021","12,168","10,892","11,193","10,932","11,450","11,840","9,860","9,126","5,783","3,527","2,716","1,865","906","181","25"
"충청북도 청주시 청원구 (4311400000)","185,725","185,725","5,281","6,759","10,038","9,930","9,518","12,171","14,156","12,387","14,707","15,695","14,642","14,418","12,289","12,405","8,340","5,110","3,968","2,624","1,063","203","21","95,858","95,858","2,762","3,473","5,135","5,031","5,082","6,907","8,198","6,933","7,639","8,403","7,628","7,454","6,265","6,076","3,928","2,294","1,550","826","242","29","3","89,867","89,867","2,519","3,286","4,903","4,899","4,436","5,264","5,958","5,454","7,068","7,292","7,014","6,964","6,024","6,329","4,412","2,816","2,418","1,798","821","174","18"
"충청북도 충주시 (4313000000)","205,691","205,691","4,543","5,831","8,187","9,017","8,747","10,827","11,731","10,747","12,586","14,233","16,337","19,139","18,419","19,714","13,732","8,196","6,801","4,649","1,862","341","52","104,390","104,390","2,380","2,987","4,117","4,745","4,874","6,255","6,807","5,960","6,601","7,300","8,351","9,636","9,405","9,951","6,602","3,685","2,718","1,502","442","58","14","101,301","101,301","2,163","2,844","4,070","4,272","3,873","4,572","4,924","4,787","5,985","6,933","7,986","9,503","9,014","9,763","7,130","4,511","4,083","3,147","1,420","283","38"
"충청북도 제천시 (4315000000)","127,898","127,898","2,433","3,365","4,892","5,922","6,354","6,193","5,982","5,369","6,874","8,000","9,878","12,128","11,890","13,566","10,015","5,912","4,718","3,046","1,083","243","35","64,565","64,565","1,280","1,760","2,497","3,059","3,450","3,521","3,421","2,865","3,603","4,150","5,052","6,229","6,039","6,745","4,973","2,689","1,889","1,029","276","36","2","63,333","63,333","1,153","1,605","2,395","2,863","2,904","2,672","2,561","2,504","3,271","3,850","4,826","5,899","5,851","6,821","5,042","3,223","2,829","2,017","807","207","33"
"충청북도 보은군 (4372000000)","31,549","31,549","397","551","793","988","876","999","944","973","1,253","1,503","2,027","2,887","3,657","4,389","3,255","2,181","1,752","1,335","631","146","12","16,078","16,078","201","289","411","521","490","601","554","528","657","837","1,119","1,596","2,000","2,314","1,642","1,047","675","422","146","26","2","15,471","15,471","196","262","382","467","386","398","390","445","596","666","908","1,291","1,657","2,075","1,613","1,134","1,077","913","485","120","10"
"충청북도 옥천군 (4373000000)","50,730","50,730","699","941","1,562","1,936","1,759","2,049","1,817","1,688","2,283","2,978","3,785","4,908","5,275","6,225","4,743","3,144","2,393","1,616","758","150","21","25,813","25,813","341","506","805","1,030","1,016","1,148","1,009","908","1,169","1,571","2,019","2,580","2,871","3,225","2,395","1,535","927","526","190","36","6","24,917","24,917","358","435","757","906","743","901","808","780","1,114","1,407","1,766","2,328","2,404","3,000","2,348","1,609","1,466","1,090","568","114","15"
"충청북도 영동군 (4374000000)","43,089","43,089","542","709","1,185","1,488","1,388","1,463","1,397","1,238","1,618","2,148","3,117","4,165","4,759","5,721","4,227","2,982","2,508","1,639","661","118","16","21,792","21,792","290","356","595","799","747","842","800","661","883","1,137","1,728","2,290","2,496","2,973","2,150","1,350","976","528","173","16","2","21,297","21,297","252","353","590","689","641","621","597","577","735","1,011","1,389","1,875","2,263","2,748","2,077","1,632","1,532","1,111","488","102","14"
"충청북도 증평군 (4374500000)","36,777","36,777","928","1,197","1,702","1,709","1,426","2,076","2,406","2,059","2,483","2,749","2,866","3,306","3,030","3,142","2,238","1,380","1,054","689","283","47","7","19,190","19,190","467","618","870","898","854","1,225","1,379","1,131","1,375","1,479","1,553","1,748","1,559","1,608","1,071","645","411","226","62","9","2","17,587","17,587","461","579","832","811","572","851","1,027","928","1,108","1,270","1,313","1,558","1,471","1,534","1,167","735","643","463","221","38","5"
"충청북도 진천군 (4375000000)","85,649","85,649","2,365","3,160","4,224","4,181","2,999","4,229","5,352","5,287","6,457","7,174","7,092","7,580","6,915","6,809","4,509","2,727","2,123","1,642","680","125","19","45,340","45,340","1,234","1,650","2,152","2,186","1,734","2,435","3,122","2,960","3,488","3,909","3,946","4,119","3,808","3,562","2,225","1,291","811","549","143","14","2","40,309","40,309","1,131","1,510","2,072","1,995","1,265","1,794","2,230","2,327","2,969","3,265","3,146","3,461","3,107","3,247","2,284","1,436","1,312","1,093","537","111","17"
"충청북도 괴산군 (4376000000)","37,174","37,174","415","578","794","925","986","1,066","1,041","1,042","1,344","1,716","2,402","3,697","4,698","5,576","4,065","2,581","2,060","1,479","583","112","14","19,291","19,291","212","307","406","470","569","648","593","581","734","961","1,391","1,993","2,506","3,045","2,107","1,297","809","507","135","19","1","17,883","17,883","203","271","388","455","417","418","448","461","610","755","1,011","1,704","2,192","2,531","1,958","1,284","1,251","972","448","93","13"
"충청북도 음성군 (4377000000)","96,114","96,114","1,851","2,298","3,514","3,926","3,196","4,911","5,511","4,661","5,480","6,876","8,150","9,632","9,515","9,811","6,604","3,915","3,080","2,098","865","192","28","51,412","51,412","935","1,190","1,844","2,148","1,769","2,884","3,267","2,695","3,067","3,796","4,544","5,295","5,222","5,298","3,335","1,890","1,292","694","212","31","4","44,702","44,702","916","1,108","1,670","1,778","1,427","2,027","2,244","1,966","2,413","3,080","3,606","4,337","4,293","4,513","3,269","2,025","1,788","1,404","653","161","24"
"충청북도 단양군 (4380000000)","26,481","26,481","268","426","684","803","690","785","783","773","985","1,317","1,814","2,648","3,199","3,999","2,723","1,862","1,403","928","316","68","7","13,558","13,558","128","219","365","434","406","457","449","427","530","716","990","1,447","1,728","2,059","1,390","861","553","315","74","10","0","12,923","12,923","140","207","319","369","284","328","334","346","455","601","824","1,201","1,471","1,940","1,333","1,001","850","613","242","58","7"
"충청남도  (4400000000)","2,138,938","2,138,938","52,167","69,993","99,130","103,259","93,970","113,639","128,513","123,923","147,572","163,870","170,883","182,741","168,292","174,772","123,484","89,136","63,840","44,909","20,341","4,022","482","1,098,834","1,098,834","26,743","35,883","50,826","53,590","50,737","63,989","71,967","66,958","78,544","87,764","90,876","96,619","88,079","88,268","60,001","41,583","25,637","14,728","5,221","744","77","1,040,104","1,040,104","25,424","34,110","48,304","49,669","43,233","49,650","56,546","56,965","69,028","76,106","80,007","86,122","80,213","86,504","63,483","47,553","38,203","30,181","15,120","3,278","405"
"충청남도 천안시 (4413000000)","666,584","666,584","18,388","23,817","33,375","34,690","37,536","46,526","51,753","46,799","52,781","55,991","55,557","56,277","46,793","41,945","25,731","16,520","11,094","7,315","3,042","592","62","341,935","341,935","9,394","12,266","17,028","17,777","19,454","25,393","28,477","25,120","27,956","29,521","28,285","28,581","23,981","21,071","12,415","7,547","4,454","2,383","725","99","8","324,649","324,649","8,994","11,551","16,347","16,913","18,082","21,133","23,276","21,679","24,825","26,470","27,272","27,696","22,812","20,874","13,316","8,973","6,640","4,932","2,317","493","54"
"충청남도 천안시 동남구 (4413100000)","263,872","263,872","6,315","7,798","11,524","13,480","15,422","16,902","17,879","15,371","17,807","20,827","22,482","23,678","21,121","20,326","13,004","8,449","5,723","3,784","1,625","319","36","133,707","133,707","3,183","4,023","5,904","6,854","7,901","9,187","9,698","8,369","9,303","10,758","11,470","11,969","10,691","10,162","6,294","3,893","2,328","1,278","380","57","5","130,165","130,165","3,132","3,775","5,620","6,626","7,521","7,715","8,181","7,002","8,504","10,069","11,012","11,709","10,430","10,164","6,710","4,556","3,395","2,506","1,245","262","31"
"충청남도 천안시 서북구 (4413300000)","402,712","402,712","12,073","16,019","21,851","21,210","22,114","29,624","33,874","31,428","34,974","35,164","33,075","32,599","25,672","21,619","12,727","8,071","5,371","3,531","1,417","273","26","208,228","208,228","6,211","8,243","11,124","10,923","11,553","16,206","18,779","16,751","18,653","18,763","16,815","16,612","13,290","10,909","6,121","3,654","2,126","1,105","345","42","3","194,484","194,484","5,862","7,776","10,727","10,287","10,561","13,418","15,095","14,677","16,321","16,401","16,260","15,987","12,382","10,710","6,606","4,417","3,245","2,426","1,072","231","23"
"충청남도 공주시 (4415000000)","99,481","99,481","1,436","1,959","3,232","4,517","5,754","4,205","4,115","3,798","4,786","5,962","7,152","8,991","9,442","11,009","8,181","5,831","4,232","3,092","1,445","301","41","49,666","49,666","768","1,009","1,688","2,322","2,593","2,401","2,377","2,033","2,504","3,116","3,747","4,679","4,847","5,532","4,038","2,846","1,659","1,046","381","70","10","49,815","49,815","668","950","1,544","2,195","3,161","1,804","1,738","1,765","2,282","2,846","3,405","4,312","4,595","5,477","4,143","2,985","2,573","2,046","1,064","231","31"
"충청남도 보령시 (4418000000)","91,035","91,035","1,540","2,169","3,178","3,658","2,987","3,685","3,855","3,507","4,824","5,987","7,256","8,361","8,484","9,905","7,573","5,831","4,053","2,722","1,175","244","41","46,168","46,168","797","1,100","1,616","1,898","1,715","2,109","2,211","1,933","2,587","3,305","3,937","4,470","4,460","4,946","3,570","2,642","1,631","921","278","36","6","44,867","44,867","743","1,069","1,562","1,760","1,272","1,576","1,644","1,574","2,237","2,682","3,319","3,891","4,024","4,959","4,003","3,189","2,422","1,801","897","208","35"
"충청남도 아산시 (4420000000)","365,299","365,299","12,207","16,151","21,449","19,988","16,473","20,963","26,153","26,944","31,929","33,250","29,341","27,938","22,944","21,371","14,342","9,870","6,973","4,613","1,949","414","37","190,549","190,549","6,203","8,297","11,035","10,316","9,026","11,805","14,358","14,294","16,998","18,129","15,833","14,947","12,218","10,853","6,885","4,421","2,797","1,551","501","75","7","174,750","174,750","6,004","7,854","10,414","9,672","7,447","9,158","11,795","12,650","14,931","15,121","13,508","12,991","10,726","10,518","7,457","5,449","4,176","3,062","1,448","339","30"
"충청남도 서산시 (4421000000)","170,780","170,780","4,231","5,661","8,220","8,340","6,391","8,490","9,650","9,550","11,251","13,348","14,306","15,333","13,731","13,955","9,649","7,372","5,282","3,689","1,913","373","45","89,436","89,436","2,193","2,898","4,195","4,418","3,803","5,188","5,807","5,372","6,032","7,116","7,643","8,218","7,204","7,059","4,705","3,564","2,216","1,224","512","64","5","81,344","81,344","2,038","2,763","4,025","3,922","2,588","3,302","3,843","4,178","5,219","6,232","6,663","7,115","6,527","6,896","4,944","3,808","3,066","2,465","1,401","309","40"
"충청남도 논산시 (4423000000)","105,655","105,655","1,804","2,683","3,816","4,294","3,569","4,533","4,698","4,258","5,350","6,490","8,102","9,572","9,837","11,419","8,753","6,363","4,763","3,433","1,587","293","38","53,087","53,087","970","1,362","1,958","2,251","1,992","2,559","2,647","2,290","2,777","3,408","4,403","5,078","5,102","5,765","4,263","2,919","1,873","1,040","366","58","6","52,568","52,568","834","1,321","1,858","2,043","1,577","1,974","2,051","1,968","2,573","3,082","3,699","4,494","4,735","5,654","4,490","3,444","2,890","2,393","1,221","235","32"
"충청남도 계룡시 (4425000000)","45,937","45,937","1,286","1,912","2,879","3,094","2,223","2,105","2,493","2,771","3,562","4,192","4,296","4,042","3,188","3,062","2,039","1,228","758","513","235","54","5","22,823","22,823","664","969","1,467","1,633","1,264","1,172","1,304","1,412","1,767","2,018","2,146","1,921","1,581","1,421","973","593","304","149","56","7","2","23,114","23,114","622","943","1,412","1,461","959","933","1,189","1,359","1,795","2,174","2,150","2,121","1,607","1,641","1,066","635","454","364","179","47","3"
"충청남도 당진시 (4427000000)","172,423","172,423","4,644","6,300","8,652","8,301","5,633","8,063","9,768","10,580","13,136","14,274","14,193","14,857","13,505","13,614","9,336","6,976","5,006","3,633","1,619","297","36","92,794","92,794","2,351","3,228","4,401","4,405","3,293","4,810","5,771","6,108","7,369","8,072","8,080","8,451","7,508","7,163","4,600","3,356","2,091","1,222","445","64","6","79,629","79,629","2,293","3,072","4,251","3,896","2,340","3,253","3,997","4,472","5,767","6,202","6,113","6,406","5,997","6,451","4,736","3,620","2,915","2,411","1,174","233","30"
"충청남도 금산군 (4471000000)","48,749","48,749","578","857","1,634","2,238","1,610","1,451","1,434","1,460","2,061","2,689","3,621","4,709","5,114","6,053","4,559","3,344","2,580","1,849","763","127","18","24,814","24,814","303","416","871","1,185","918","855","804","758","1,083","1,399","2,019","2,581","2,800","3,119","2,327","1,583","1,006","553","199","33","2","23,935","23,935","275","441","763","1,053","692","596","630","702","978","1,290","1,602","2,128","2,314","2,934","2,232","1,761","1,574","1,296","564","94","16"
"충청남도 부여군 (4476000000)","57,591","57,591","573","933","1,753","1,942","1,690","1,723","1,718","1,648","2,281","2,979","3,913","5,071","5,626","7,478","5,961","4,556","3,499","2,672","1,257","280","38","28,715","28,715","307","490","929","1,052","923","1,001","969","866","1,249","1,618","2,168","2,721","2,904","3,806","2,931","2,089","1,412","885","333","56","6","28,876","28,876","266","443","824","890","767","722","749","782","1,032","1,361","1,745","2,350","2,722","3,672","3,030","2,467","2,087","1,787","924","224","32"
"충청남도 서천군 (4477000000)","46,589","46,589","507","790","1,291","1,465","1,263","1,404","1,357","1,324","1,788","2,373","3,214","4,156","4,607","5,758","4,854","3,994","2,914","2,249","1,037","223","21","23,232","23,232","263","400","653","761","731","800","788","723","1,001","1,300","1,752","2,278","2,495","2,899","2,316","1,869","1,138","744","284","35","2","23,357","23,357","244","390","638","704","532","604","569","601","787","1,073","1,462","1,878","2,112","2,859","2,538","2,125","1,776","1,505","753","188","19"
"충청남도 청양군 (4479000000)","30,010","30,010","355","447","729","1,135","1,123","1,066","881","867","1,141","1,370","1,968","2,680","3,218","3,899","2,966","2,244","1,717","1,392","679","122","11","15,456","15,456","166","234","382","611","684","630","525","463","617","818","1,132","1,511","1,713","2,024","1,526","1,078","675","439","203","21","4","14,554","14,554","189","213","347","524","439","436","356","404","524","552","836","1,169","1,505","1,875","1,440","1,166","1,042","953","476","101","7"
"충청남도 홍성군 (4480000000)","101,814","101,814","2,489","3,509","4,698","4,846","3,635","4,543","5,446","5,295","6,288","7,064","7,892","8,452","8,242","9,042","6,895","5,253","3,774","2,811","1,349","265","26","50,985","50,985","1,267","1,803","2,428","2,466","2,022","2,449","2,997","2,804","3,175","3,625","4,159","4,520","4,202","4,549","3,311","2,425","1,466","892","377","46","2","50,829","50,829","1,222","1,706","2,270","2,380","1,613","2,094","2,449","2,491","3,113","3,439","3,733","3,932","4,040","4,493","3,584","2,828","2,308","1,919","972","219","24"
"충청남도 예산군 (4481000000)","78,133","78,133","1,430","1,705","2,527","2,829","2,404","2,854","3,210","3,271","3,767","4,482","5,787","6,913","7,487","8,868","7,015","5,248","3,856","2,915","1,273","254","38","39,314","39,314","737","847","1,334","1,490","1,336","1,628","1,725","1,763","2,040","2,391","3,175","3,749","3,920","4,401","3,433","2,448","1,508","1,003","331","49","6","38,819","38,819","693","858","1,193","1,339","1,068","1,226","1,485","1,508","1,727","2,091","2,612","3,164","3,567","4,467","3,582","2,800","2,348","1,912","942","205","32"
"충청남도 태안군 (4482500000)","58,858","58,858","699","1,100","1,697","1,922","1,679","2,028","1,982","1,851","2,627","3,419","4,285","5,389","6,074","7,394","5,630","4,506","3,339","2,011","1,018","183","25","29,860","29,860","360","564","841","1,005","983","1,189","1,207","1,019","1,389","1,928","2,397","2,914","3,144","3,660","2,708","2,203","1,407","676","230","31","5","28,998","28,998","339","536","856","917","696","839","775","832","1,238","1,491","1,888","2,475","2,930","3,734","2,922","2,303","1,932","1,335","788","152","20"
"전북특별자치도  (5200000000)","1,716,965","1,716,965","35,656","48,652","74,589","82,871","78,427","88,478","91,571","81,679","100,781","121,313","140,967","154,766","144,217","150,344","109,218","87,583","62,515","41,313","17,772","3,769","484","855,796","855,796","18,123","24,916","38,376","42,884","42,563","48,100","48,894","42,485","51,270","62,072","72,697","80,470","74,305","74,298","52,300","39,522","24,183","13,210","4,415","656","57","861,169","861,169","17,533","23,736","36,213","39,987","35,864","40,378","42,677","39,194","49,511","59,241","68,270","74,296","69,912","76,046","56,918","48,061","38,332","28,103","13,357","3,113","427"
